year,round,driver,team,driver_elo_prior,teammate_quali_gap,gap_to_pole,constructor_pace_prior,prev_quali_position,avg_quali_position_last3,quali_position,grid_position,finish_position,is_dnf,teammate_race_gap,target_quali_rank,target_race_rank
2022,4,LEC,Ferrari,1539.0,9.788000000000011,0.7790000000000106,0.008333333333330492,1.0,1.3333333333333333,2,2,6,0,-14.0,2,6
2022,4,SAI,Ferrari,1522.5,-9.788000000000011,-9.009,0.008333333333330492,9.0,5.0,10,4,20,1,14.0,10,20
2022,4,NOR,McLaren,1503.0,-0.6110000000000042,1.132000000000005,1.24533333333333,4.0,9.333333333333334,3,5,3,0,-15.0,3,3
2022,4,RIC,McLaren,1489.5,0.6110000000000042,1.7430000000000092,1.24533333333333,7.0,12.333333333333334,6,6,18,0,15.0,6,18
2022,4,MAG,Haas F1 Team,1494.0,8.248000000000005,1.1650000000000063,1.674666666666667,17.0,11.333333333333334,4,8,9,0,-8.0,4,9
2022,4,MSC,Haas F1 Team,1483.5,-8.248000000000005,-7.082999999999998,1.674666666666667,15.0,13.666666666666666,12,10,17,0,8.0,12,17
2022,4,ALO,Alpine,1507.5,6.864000000000004,1.203000000000003,1.0129999999999957,10.0,8.333333333333334,5,9,19,1,5.0,5,19
2022,4,OCO,Alpine,1509.0,-6.864000000000004,-5.661000000000001,1.0129999999999957,8.0,8.0,19,16,14,0,-5.0,19,14
2022,4,BOT,Alfa Romeo,1506.0,9.004999999999995,2.4399999999999977,1.175666666666667,12.0,8.666666666666666,8,7,5,0,-10.0,8,5
2022,4,ZHO,Alfa Romeo,1482.0,-9.004999999999995,-6.564999999999998,1.175666666666667,14.0,14.0,14,0,15,0,10.0,14,15
2022,4,VET,Aston Martin,1488.0,2.942999999999998,3.0630000000000024,2.6143333333333345,18.0,18.0,9,13,8,0,-2.0,9,8
2022,4,STR,Aston Martin,1479.0,-2.942999999999998,0.12000000000000455,2.6143333333333345,15.0,17.0,15,15,10,0,2.0,15,10
2022,4,RUS,Mercedes,1513.5,-0.3810000000000002,-7.24199999999999,0.846999999999999,6.0,7.0,11,11,4,0,-9.0,11,4
2022,4,HAM,Mercedes,1506.0,0.3810000000000002,-6.86099999999999,0.846999999999999,5.0,8.666666666666666,13,14,13,0,9.0,13,13
2022,4,TSU,AlphaTauri,1486.5,-0.25799999999999557,-7.5249999999999915,1.397333333333331,13.0,14.5,16,12,7,0,-5.0,16,7
2022,4,GAS,AlphaTauri,1500.0,0.25799999999999557,-7.266999999999996,1.397333333333331,11.0,10.0,17,17,12,0,5.0,17,12
2022,4,LAT,Williams,1458.0,0.0,-6.027999999999992,2.221666666666669,19.0,19.333333333333332,18,19,16,0,5.0,18,16
2022,5,LEC,Ferrari,1551.0,-0.18999999999999773,0.0,-2.9946666666666695,2.0,1.6666666666666667,1,1,2,0,-1.0,1,2
2022,5,SAI,Ferrari,1522.5,0.18999999999999773,0.18999999999999773,-2.9946666666666695,10.0,7.333333333333333,2,2,3,0,1.0,2,3
2022,5,VER,Red Bull Racing,1546.5,-0.045000000000001705,0.19499999999999318,0.09533333333333378,1.0,2.3333333333333335,3,3,1,0,-3.0,3,1
2022,5,PER,Red Bull Racing,1537.5,0.045000000000001705,0.23999999999999488,0.09533333333333378,7.0,3.6666666666666665,4,4,4,0,3.0,4,4
2022,5,BOT,Alfa Romeo,1509.0,-1.5450000000000017,0.6789999999999878,-1.346666666666664,8.0,9.333333333333334,5,5,7,0,-13.0,5,7
2022,5,ZHO,Alfa Romeo,1476.0,1.5450000000000017,2.2239999999999895,-1.346666666666664,14.0,13.666666666666666,17,17,20,1,13.0,17,20
2022,5,HAM,Mercedes,1501.5,-0.5480000000000018,0.8289999999999935,-1.793666666666662,13.0,11.333333333333334,6,6,6,0,1.0,6,6
2022,5,RUS,Mercedes,1512.0,0.5480000000000018,1.3769999999999953,-1.793666666666662,11.0,7.666666666666667,12,12,5,0,-1.0,12,5
2022,5,GAS,AlphaTauri,1489.5,-0.24200000000000443,0.8939999999999912,-1.7043333333333284,17.0,12.333333333333334,7,7,18,1,6.0,7,18
2022,5,TSU,AlphaTauri,1477.5,0.24200000000000443,1.1359999999999957,-1.7043333333333284,16.0,15.0,9,9,12,0,-6.0,9,12
2022,5,NOR,McLaren,1513.5,-0.5600000000000023,0.9539999999999935,1.1393333333333355,3.0,6.0,8,8,19,1,6.0,8,19
2022,5,RIC,McLaren,1495.5,0.5600000000000023,1.5139999999999958,1.1393333333333355,6.0,8.333333333333334,14,14,13,0,-6.0,14,13
2022,5,STR,Aston Martin,1471.5,0.4620000000000033,1.8799999999999955,1.9146666666666714,15.0,16.333333333333332,10,0,10,0,-7.0,10,10
2022,5,VET,Aston Martin,1489.5,-0.4620000000000033,1.4179999999999922,1.9146666666666714,9.0,13.5,13,0,17,1,7.0,13,17
2022,5,ALO,Alpine,1515.0,0.0,1.36399999999999,-1.2820000000000011,5.0,7.333333333333333,11,11,11,0,3.0,11,11
2022,5,MSC,Haas F1 Team,1480.5,-0.5519999999999925,1.6269999999999953,-1.102999999999999,12.0,13.666666666666666,15,15,15,0,-1.0,15,15
2022,5,MAG,Haas F1 Team,1503.0,0.5519999999999925,2.178999999999988,-1.102999999999999,4.0,10.333333333333334,16,16,16,1,1.0,16,16
2022,5,ALB,Williams,1474.5,-0.0589999999999975,2.469999999999999,-0.48966666666666,16.0,15.666666666666666,18,18,9,0,-5.0,18,9
2022,5,LAT,Williams,1446.0,0.0589999999999975,2.5289999999999964,-0.48966666666666,18.0,18.666666666666668,19,19,14,0,5.0,19,14
2022,6,LEC,Ferrari,1564.5,-0.4159999999999968,0.0,-3.003,1.0,1.3333333333333333,1,1,20,1,16.0,1,20
2022,6,SAI,Ferrari,1534.5,0.4159999999999968,0.4159999999999968,-3.003,2.0,7.0,3,3,4,0,-16.0,3,4
2022,6,VER,Red Bull Racing,1557.0,-0.3470000000000084,0.3229999999999933,0.16033333333333152,3.0,2.0,2,2,1,0,-1.0,2,1
2022,6,PER,Red Bull Racing,1546.5,0.3470000000000084,0.6700000000000017,0.16033333333333152,4.0,4.666666666666667,5,5,2,0,1.0,5,2
2022,6,RUS,Mercedes,1509.0,-0.11899999999999977,0.6430000000000007,-1.8186666666666629,12.0,9.666666666666666,4,4,3,0,-2.0,4,3
2022,6,HAM,Mercedes,1507.5,0.11899999999999977,0.7620000000000005,-1.8186666666666629,6.0,8.0,6,6,5,0,2.0,6,5
2022,6,BOT,Alfa Romeo,1516.5,-1.48599999999999,0.8580000000000041,-1.4480000000000028,5.0,8.333333333333334,7,7,6,0,-13.0,7,6
2022,6,ZHO,Alfa Romeo,1465.5,1.48599999999999,2.343999999999994,-1.4480000000000028,17.0,15.0,15,15,19,1,13.0,15,19
2022,6,MAG,Haas F1 Team,1494.0,-0.6859999999999928,0.9320000000000022,-1.023333333333331,16.0,12.333333333333334,8,8,17,0,3.0,8,17
2022,6,MSC,Haas F1 Team,1473.0,0.6859999999999928,1.617999999999995,-1.023333333333331,15.0,14.0,10,10,14,0,-3.0,10,14
2022,6,RIC,McLaren,1489.5,-0.1740000000000066,1.546999999999997,0.9736666666666688,14.0,9.0,9,9,12,0,4.0,9,12
2022,6,NOR,McLaren,1516.5,0.1740000000000066,1.7210000000000036,0.9736666666666688,8.0,5.0,11,11,8,0,-4.0,11,8
2022,6,OCO,Alpine,1495.5,-0.40500000000000114,1.8880000000000052,-1.1166666666666696,19.0,10.666666666666666,12,12,7,0,-2.0,12,7
2022,6,ALO,Alpine,1513.5,0.40500000000000114,2.2930000000000064,-1.1166666666666696,11.0,8.666666666666666,17,20,9,0,2.0,17,9
2022,6,TSU,AlphaTauri,1479.0,-0.2220000000000084,1.8889999999999958,-1.7576666666666654,9.0,12.666666666666666,13,13,10,0,-3.0,13,10
2022,6,GAS,AlphaTauri,1494.0,0.2220000000000084,2.111000000000004,-1.7576666666666654,7.0,11.666666666666666,14,14,13,0,3.0,14,13
2022,6,VET,Aston Martin,1485.0,-0.46400000000001285,2.2039999999999935,1.6063333333333343,13.0,13.333333333333334,16,16,11,0,-4.0,16,11
2022,6,STR,Aston Martin,1471.5,0.46400000000001285,2.6680000000000064,1.6063333333333343,10.0,13.333333333333334,18,17,15,0,4.0,18,15
2022,6,ALB,Williams,1462.5,-0.27000000000001023,2.894999999999996,-0.4303333333333275,18.0,17.0,19,18,18,0,2.0,19,18
2022,6,LAT,Williams,1432.5,0.27000000000001023,3.1650000000000063,-0.4303333333333275,19.0,18.666666666666668,20,19,16,0,-2.0,20,16
2022,7,LEC,Ferrari,1578.0,-0.22499999999999432,0.0,-3.003,1.0,1.3333333333333333,1,1,4,0,2.0,1,4
2022,7,SAI,Ferrari,1545.0,0.22499999999999432,0.22499999999999432,-3.003,3.0,5.0,2,2,2,0,-2.0,2,2
2022,7,PER,Red Bull Racing,1554.0,-0.03699999999999193,0.2530000000000001,0.17266666666666217,5.0,5.333333333333333,3,3,1,0,-2.0,3,1
2022,7,VER,Red Bull Racing,1569.0,0.03699999999999193,0.28999999999999204,0.17266666666666217,2.0,2.0,4,4,3,0,2.0,4,3
2022,7,NOR,McLaren,1515.0,-1.1149999999999949,0.472999999999999,1.2109999999999985,11.0,7.333333333333333,5,5,6,0,-7.0,5,6
2022,7,RIC,McLaren,1491.0,1.1149999999999949,1.5879999999999939,1.2109999999999985,9.0,9.666666666666666,14,14,13,0,7.0,14,13
2022,7,RUS,Mercedes,1518.0,-0.4480000000000075,0.73599999999999,-1.923333333333332,4.0,9.0,6,6,5,0,-3.0,6,5
2022,7,HAM,Mercedes,1513.5,0.4480000000000075,1.1839999999999975,-1.923333333333332,6.0,8.333333333333334,8,8,8,0,3.0,8,8
2022,7,ALO,Alpine,1503.0,-0.7999999999999972,0.8709999999999951,-0.803000000000002,17.0,11.0,7,7,7,0,-5.0,7,7
2022,7,OCO,Alpine,1492.5,0.7999999999999972,1.6709999999999923,-0.803000000000002,12.0,13.0,10,10,12,0,5.0,10,12
2022,7,VET,Aston Martin,1476.0,-0.945999999999998,1.3559999999999945,1.24733333333333,16.0,12.666666666666666,9,9,10,0,-4.0,9,10
2022,7,STR,Aston Martin,1459.5,0.945999999999998,2.3019999999999925,1.24733333333333,18.0,14.333333333333334,18,18,14,0,4.0,18,14
2022,7,TSU,AlphaTauri,1474.5,-0.8629999999999995,1.4209999999999923,-1.5806666666666682,13.0,12.666666666666666,11,11,17,0,6.0,11,17
2022,7,GAS,AlphaTauri,1488.0,0.8629999999999995,2.283999999999992,-1.5806666666666682,14.0,12.666666666666666,17,17,11,0,-6.0,17,11
2022,7,BOT,Alfa Romeo,1521.0,-2.6969999999999885,1.5330000000000013,-1.676000000000002,7.0,6.666666666666667,12,12,9,0,-7.0,12,9
2022,7,ZHO,Alfa Romeo,1458.0,2.6969999999999885,4.22999999999999,-1.676000000000002,15.0,15.333333333333334,20,20,16,0,7.0,20,16
2022,7,MAG,Haas F1 Team,1497.0,-0.1599999999999966,1.5450000000000017,-1.5080000000000002,8.0,9.333333333333334,13,13,20,1,1.0,13,20
2022,7,MSC,Haas F1 Team,1473.0,0.1599999999999966,1.7049999999999983,-1.5080000000000002,10.0,12.333333333333334,15,15,19,1,-1.0,15,19
2022,7,ALB,Williams,1449.0,-0.7920000000000016,2.2349999999999994,-0.2209999999999989,19.0,17.666666666666668,16,16,18,1,3.0,16,18
2022,7,LAT,Williams,1417.5,0.7920000000000016,3.027000000000001,-0.2209999999999989,20.0,19.0,19,19,15,0,-3.0,19,15
2022,8,LEC,Ferrari,1591.5,-0.4549999999999983,0.0,0.0,1.0,1.0,1,1,19,1,-1.0,1,19
2022,8,SAI,Ferrari,1557.0,0.4549999999999983,0.4549999999999983,0.0,2.0,2.3333333333333335,4,4,20,1,1.0,4,20
2022,8,PER,Red Bull Racing,1564.5,-0.06499999999999773,0.2820000000000107,0.2569999999999955,3.0,4.0,2,2,2,0,1.0,2,2
2022,8,VER,Red Bull Racing,1578.0,0.06499999999999773,0.3470000000000084,0.2569999999999955,4.0,3.0,3,3,1,0,-1.0,3,1
2022,8,RUS,Mercedes,1524.0,-0.2120000000000033,1.3530000000000086,0.7359999999999948,6.0,7.333333333333333,5,5,3,0,-1.0,5,3
2022,8,HAM,Mercedes,1516.5,0.2120000000000033,1.565000000000012,0.7359999999999948,8.0,6.666666666666667,7,7,4,0,1.0,7,4
2022,8,GAS,AlphaTauri,1477.5,-0.21099999999999852,1.4860000000000042,1.4013333333333264,17.0,12.666666666666666,6,6,5,0,-8.0,6,5
2022,8,TSU,AlphaTauri,1473.0,0.21099999999999852,1.6970000000000027,1.4013333333333264,11.0,11.0,8,8,13,0,8.0,8,13
2022,8,VET,Aston Martin,1477.5,-2.280000000000001,1.7319999999999993,1.6593333333333267,9.0,12.666666666666666,9,9,6,0,-10.0,9,6
2022,8,STR,Aston Martin,1447.5,2.280000000000001,4.0120000000000005,1.6593333333333267,18.0,15.333333333333334,19,19,16,1,10.0,19,16
2022,8,ALO,Alpine,1507.5,-0.41199999999999193,1.8140000000000072,1.37433333333333,7.0,11.666666666666666,10,10,7,0,-3.0,10,7
2022,8,OCO,Alpine,1492.5,0.41199999999999193,2.225999999999999,1.37433333333333,10.0,13.666666666666666,13,13,10,0,3.0,13,10
2022,8,NOR,McLaren,1522.5,-0.17600000000000193,2.0390000000000015,0.9913333333333298,5.0,8.0,11,11,9,0,1.0,11,9
2022,8,RIC,McLaren,1485.0,0.17600000000000193,2.2150000000000034,0.9913333333333298,14.0,12.333333333333334,12,12,8,0,-1.0,12,8
2022,8,ZHO,Alfa Romeo,1443.0,-0.6539999999999964,2.4310000000000116,1.023333333333331,20.0,17.333333333333332,14,14,18,1,7.0,14,18
2022,8,BOT,Alfa Romeo,1518.0,0.6539999999999964,3.085000000000008,1.023333333333331,12.0,8.0,15,15,11,0,-7.0,15,11
2022,8,MAG,Haas F1 Team,1492.5,-1.132000000000005,3.284000000000006,1.3679999999999997,13.0,12.333333333333334,16,16,17,1,3.0,16,17
2022,8,MSC,Haas F1 Team,1465.5,1.132000000000005,4.416000000000011,1.3679999999999997,15.0,13.333333333333334,20,20,14,0,-3.0,20,14
2022,8,ALB,Williams,1440.0,-0.6480000000000103,3.3599999999999994,2.5333333333333314,16.0,17.666666666666668,17,17,12,0,-3.0,17,12
2022,8,LAT,Williams,1404.0,0.6480000000000103,4.00800000000001,2.5333333333333314,19.0,19.333333333333332,18,18,15,0,3.0,18,15
2022,9,VER,Red Bull Racing,1588.5,-11.827999999999989,0.0,0.28600000000000136,3.0,3.0,1,1,1,0,-19.0,1,1
2022,9,PER,Red Bull Racing,1576.5,11.827999999999989,11.827999999999989,0.28600000000000136,2.0,3.3333333333333335,13,13,20,1,19.0,13,20
2022,9,ALO,Alpine,1507.5,-1.5849999999999937,0.644999999999996,1.5243333333333358,10.0,11.333333333333334,2,2,9,0,3.0,2,9
2022,9,OCO,Alpine,1488.0,1.5849999999999937,2.2299999999999898,1.5243333333333358,13.0,11.666666666666666,7,7,6,0,-3.0,7,6
2022,9,SAI,Ferrari,1566.0,-10.911999999999992,0.796999999999997,0.0,4.0,3.0,3,3,2,0,-3.0,3,2
2022,9,LEC,Ferrari,1605.0,10.911999999999992,11.708999999999989,0.0,1.0,1.0,15,19,5,0,3.0,15,5
2022,9,HAM,Mercedes,1521.0,-0.6659999999999968,1.5919999999999987,0.9106666666666664,7.0,7.0,4,4,3,0,-1.0,4,3
2022,9,RUS,Mercedes,1531.5,0.6659999999999968,2.2579999999999956,0.9106666666666664,5.0,5.0,8,8,4,0,1.0,8,4
2022,9,MAG,Haas F1 Team,1483.5,-0.3960000000000008,1.6609999999999872,1.9203333333333366,16.0,12.333333333333334,5,5,17,0,-2.0,5,17
2022,9,MSC,Haas F1 Team,1450.5,0.3960000000000008,2.056999999999988,1.9203333333333366,20.0,15.0,6,6,19,1,2.0,6,19
2022,9,RIC,McLaren,1482.0,-10.317000000000007,2.4499999999999886,1.352999999999999,12.0,11.666666666666666,9,9,11,0,-4.0,9,11
2022,9,NOR,McLaren,1521.0,10.317000000000007,12.766999999999996,1.352999999999999,11.0,9.0,14,14,15,0,4.0,14,15
2022,9,ZHO,Alfa Romeo,1437.0,-2.7579999999999956,2.7309999999999945,1.607333333333339,14.0,16.333333333333332,10,10,8,0,1.0,10,8
2022,9,BOT,Alfa Romeo,1510.5,2.7579999999999956,5.48899999999999,1.607333333333339,15.0,11.333333333333334,11,11,7,0,-1.0,11,7
2022,9,ALB,Williams,1429.5,-8.801999999999992,5.5589999999999975,2.8299999999999983,17.0,17.333333333333332,12,12,13,0,-3.0,12,13
2022,9,LAT,Williams,1392.0,8.801999999999992,14.36099999999999,2.8299999999999983,18.0,19.0,19,18,16,0,3.0,19,16
2022,9,GAS,AlphaTauri,1483.5,-2.0829999999999984,13.192999999999998,1.598666666666664,6.0,12.333333333333334,16,15,14,0,-4.0,16,14
2022,9,TSU,AlphaTauri,1476.0,2.0829999999999984,15.275999999999996,1.598666666666664,8.0,10.666666666666666,20,20,18,1,4.0,20,18
2022,9,VET,Aston Martin,1479.0,-1.019999999999996,13.212999999999994,1.7639999999999958,9.0,11.333333333333334,17,16,12,0,2.0,17,12
2022,9,STR,Aston Martin,1434.0,1.019999999999996,14.23299999999999,1.7639999999999958,19.0,18.333333333333332,18,17,10,0,-2.0,18,10
2022,10,SAI,Ferrari,1576.5,-0.3149999999999977,0.0,0.26566666666666566,3.0,3.0,1,1,1,0,-3.0,1,1
2022,10,LEC,Ferrari,1597.5,0.3149999999999977,0.3149999999999977,0.26566666666666566,15.0,5.666666666666667,3,3,4,0,3.0,3,4
2022,10,VER,Red Bull Racing,1602.0,-0.5609999999999928,0.07200000000000273,0.17833333333333692,1.0,2.6666666666666665,2,2,7,0,5.0,2,7
2022,10,PER,Red Bull Racing,1572.0,0.5609999999999928,0.6329999999999956,0.17833333333333692,13.0,6.0,4,4,2,0,-5.0,4,2
2022,10,HAM,Mercedes,1530.0,-0.16599999999999682,1.0120000000000005,1.2269999999999992,4.0,6.333333333333333,5,5,3,0,-15.0,5,3
2022,10,RUS,Mercedes,1534.5,0.16599999999999682,1.1779999999999973,1.2269999999999992,8.0,6.333333333333333,8,8,18,1,15.0,8,18
2022,10,NOR,McLaren,1515.0,-2.271000000000001,1.100999999999999,1.6539999999999964,14.0,10.0,6,6,6,0,-7.0,6,6
2022,10,RIC,McLaren,1483.5,2.271000000000001,3.372,1.6539999999999964,9.0,11.666666666666666,14,14,13,0,7.0,14,13
2022,10,ALO,Alpine,1519.5,-3.073999999999998,1.1329999999999956,1.1099999999999994,2.0,6.333333333333333,7,7,5,0,-10.0,7,5
2022,10,OCO,Alpine,1492.5,3.073999999999998,4.206999999999994,1.1099999999999994,7.0,10.0,15,15,15,1,10.0,15,15
2022,10,ZHO,Alfa Romeo,1437.0,-1.5130000000000052,1.73599999999999,2.231666666666669,10.0,14.666666666666666,9,9,19,1,2.0,9,19
2022,10,BOT,Alfa Romeo,1509.0,1.5130000000000052,3.2489999999999952,2.231666666666669,11.0,12.666666666666666,12,12,17,1,-2.0,12,17
2022,10,LAT,Williams,1378.5,21.016999999999996,22.111999999999995,3.7179999999999986,19.0,18.666666666666668,10,10,12,0,-8.0,10,12
